Capital investment demands by tech
"Reference,date=2024-20-3T07:01:33-07:00",India,Capital_Ag,Capital_Ag,Capital_Ag,30.1478,53.3896,48.8531,58.8075,53.213,59.5547,62.5498,66.4559,70.7388,74.0569,75.6506,76.0797,76.2286,76.2818,76.0502,75.743,75.1128,74.1809,73.1403,71.8625,70.6407,1975$,
"Reference,date=2024-20-3T07:01:33-07:00",Indonesia,Capital_Ag,Capital_Ag,Capital_Ag,10.2568,20.3109,9.92843,12.73,12.9241,14.3817,15.5097,16.0592,17.166,18.2545,18.706,18.5761,18.4037,18.2939,18.0129,17.8893,17.8128,17.7137,17.5868,17.4195,17.2245,1975$,
"Reference,date=2024-20-3T07:01:33-07:00",Japan,Capital_Ag,Capital_Ag,Capital_Ag,83.7784,86.4264,18.3039,16.4452,19.1466,18.7811,18.4725,18.3159,18.2392,18.259,18.0134,17.8814,17.6035,17.2352,16.8185,16.42,16.0259,15.6071,15.1763,14.7422,14.3008,1975$,
"Reference,date=2024-20-3T07:01:33-07:00",Mexico,Capital_Ag,Capital_Ag,Capital_Ag,3.22998,3.23077,1.17352,1.38545,1.28909,1.60434,1.73959,1.8658,1.95698,2.09111,2.13404,2.16163,2.15335,2.17858,2.18833,2.21836,2.24134,2.25502,2.26489,2.27312,2.27685,1975$,
"Reference,date=2024-20-3T07:01:33-07:00",Middle East,Capital_Ag,Capital_Ag,Capital_Ag,15.0947,18.5917,8.07249,8.88529,9.761,11.037,13.6546,15.2708,17.205,19.0967,19.9192,20.5751,21.2478,21.9314,22.3994,22.7607,23.106,23.3141,23.4683,23.6021,23.6277,1975$,
"Reference,date=2024-20-3T07:01:33-07:00",Pakistan,Capital_Ag,Capital_Ag,Capital_Ag,17.0196,20.5272,8.37146,9.72153,10.2717,10.9224,12.4597,13.851,15.0495,16.6889,17.7092,17.7603,18.3751,19.0596,19.5503,20.0556,20.4783,20.8141,21.0206,21.1938,21.3113,1975$,
"Reference,date=2024-20-3T07:01:33-07:00",Russia,Capital_Ag,Capital_Ag,Capital_Ag,22.3657,16.3917,10.6599,10.8772,9.38889,10.4702,11.8217,13.1123,14.0829,14.5091,14.0765,14.0751,14.954,15.6102,15.8309,15.7776,15.8892,16.1002,16.4098,16.6495,16.6138,1975$,
"Reference,date=2024-20-3T07:01:33-07:00",South Africa,Capital_Ag,Capital_Ag,Capital_Ag,8.16182,7.50034,2.42207,2.58246,2.00422,2.209,2.28059,2.56581,2.90673,3.30364,3.54353,3.81255,3.9691,4.09683,4.18687,4.29923,4.38952,4.43863,4.43236,4.38555,4.31945,1975$,
"Reference,date=2024-20-3T07:01:33-07:00",South America_Northern,Capital_Ag,Capital_Ag,Capital_Ag,1.15855,1.53988,0.654548,0.531516,0.628758,0.678232,0.685493,0.687429,0.69206,0.731698,0.729434,0.735773,0.731912,0.754196,0.794231,0.832483,0.868201,0.902224,0.927722,0.942546,0.949304,1975$,
"Reference,date=2024-20-3T07:01:33-07:00",South America_Southern,Capital_Ag,Capital_Ag,Capital_Ag,5.20277,7.47788,3.93483,4.39533,4.16019,4.83761,5.25102,5.50391,5.89914,6.30631,6.517,6.64466,6.69334,6.81568,6.89306,7.0207,7.15105,7.24567,7.28805,7.31052,7.32489,1975$,
"Reference,date=2024-20-3T07:01:33-07:00",South Asia,Capital_Ag,Capital_Ag,Capital_Ag,4.3698,6.18269,3.09441,4.17676,4.36563,4.76564,5.01021,5.28288,5.59713,5.80546,5.81522,5.7254,5.61929,5.51998,5.43281,5.4128,5.32217,5.22719,5.13681,5.07082,5.00034,1975$,
"Reference,date=2024-20-3T07:01:33-07:00",South Korea,Capital_Ag,Capital_Ag,Capital_Ag,6.88769,11.0575,3.78948,4.4597,4.46438,4.62741,4.67745,4.67777,4.72948,4.71376,4.63037,4.56594,4.46249,4.35172,4.27458,4.17455,4.08661,3.99111,3.88608,3.78422,3.67813,1975$,
"Reference,date=2024-20-3T07:01:33-07:00",Southeast Asia,Capital_Ag,Capital_Ag,Capital_Ag,14.761,22.9295,13.6859,18.2549,16.3883,18.0922,18.7667,19.9095,21.6356,23.243,23.7015,23.2862,22.9974,22.9815,22.7276,22.6921,22.7496,22.7265,22.6538,22.5409,22.3824,1975$,
"Reference,date=2024-20-3T07:01:33-07:00",Taiwan,Capital_Ag,Capital_Ag,Capital_Ag,1.8771,1.94449,0.626921,0.796329,0.771861,0.799373,0.801088,0.821571,0.844721,0.859334,0.857135,0.853925,0.856555,0.894893,0.904836,0.912071,0.915641,0.914822,0.911687,0.906778,0.901905,1975$,
"Reference,date=2024-20-3T07:01:33-07:00",USA,Capital_Ag,Capital_Ag,Capital_Ag,131.794,159.384,64.764,91.7027,81.7554,86.2935,88.6904,93.1071,100.28,110.412,113.532,116.406,118.146,119.977,119.801,120.431,121.591,122.5,122.676,122.238,121.298,1975$,
